experiment,folder,choice_set,alternative,R,O,Y,G,B,P,UV,intensity,no_choice,max_count
5,T1T27F0T7T4T27T3F0F0T35F0F0F0T31F0F0,429,1_left,0.01,0.32,0,0.12,0.07,0.44,0.04,0.51,0,6
5,T1T27F0T7T4T27T3F0F0T35F0F0F0T31F0F0,429,2_right,0,0.45,0,0,0,0.55,0,0.42,0,4
5,T1T27F0T7T4T27T3F0F0T35F0F0F0T31F0F0,429,3_none,0,0,0,0,0,0,0,0,1,70
5,T1T28T5T2T2T8T21F0F0T31T11F0F0F0T38F0,481,1_left,0.02,0.36,0.06,0.04,0.03,0.14,0.35,0.37,0,18
5,T1T28T5T2T2T8T21F0F0T31T11F0F0F0T38F0,481,2_right,0,0.33,0.12,0,0,0,0.54,0.85,0,16
5,T1T28T5T2T2T8T21F0F0T31T11F0F0F0T38F0,481,3_none,0,0,0,0,0,0,0,0,1,46
5,T1T4T4T10F0T17T1F0F0T4F0T7T0T16T1F0,415,1_left,0.05,0.08,0.09,0.29,0,0.47,0.02,-0.53,0,4
5,T1T4T4T10F0T17T1F0F0T4F0T7T0T16T1F0,415,2_right,0,0.12,0,0.28,0.01,0.59,0.02,-0.87,0,6
5,T1T4T4T10F0T17T1F0F0T4F0T7T0T16T1F0,415,3_none,0,0,0,0,0,0,0,0,1,70
5,T1T5T62T2F0T7T1F0F0F0T56T9T1F0T6F0,465,1_left,0.02,0.06,0.76,0.03,0,0.12,0.02,0.47,0,11
5,T1T5T62T2F0T7T1F0F0F0T56T9T1F0T6F0,465,2_right,0,0,0.72,0.16,0.01,0,0.11,0.36,0,12
5,T1T5T62T2F0T7T1F0F0F0T56T9T1F0T6F0,465,3_none,0,0,0,0,0,0,0,0,1,57
5,T1T8T3F0F0T33T5F0F0F0F0F0F0T39T7F0,469,1_left,0.02,0.13,0.05,0,0,0.7,0.1,-0.04,0,14
5,T1T8T3F0F0T33T5F0F0F0F0F0F0T39T7F0,469,2_right,0,0,0,0,0,0.85,0.15,-0.04,0,9
5,T1T8T3F0F0T33T5F0F0F0F0F0F0T39T7F0,469,3_none,0,0,0,0,0,0,0,0,1,57
5,T21T1F0T1T6T1T1F0T25T2T4T4T3T4F0F0,485,1_left,0.72,0.03,0,0.03,0.17,0.03,0.02,-0.53,0,11
5,T21T1F0T1T6T1T1F0T25T2T4T4T3T4F0F0,485,2_right,0.6,0.05,0.08,0.1,0.07,0.1,0,-0.48,0,5
5,T21T1F0T1T6T1T1F0T25T2T4T4T3T4F0F0,485,3_none,0,0,0,0,0,0,0,0,1,64
5,T24T6T5T8T8T16F0F0T40F0F0F0T9T24T1F0,483,1_left,0.42,0.06,0.05,0.12,0.12,0.23,0,0.81,0,9
5,T24T6T5T8T8T16F0F0T40F0F0F0T9T24T1F0,483,2_right,0.5,0,0,0,0.13,0.35,0.01,0.92,0,10
5,T24T6T5T8T8T16F0F0T40F0F0F0T9T24T1F0,483,3_none,0,0,0,0,0,0,0,0,1,61
5,T28T2F0F0F0T2T9F0T33F0T1T3T7T6T0F0,453,1_left,0.74,0.03,0,0,0,0.04,0.19,-0.09,0,11
5,T28T2F0F0F0T2T9F0T33F0T1T3T7T6T0F0,453,2_right,0.63,0,0.01,0.07,0.16,0.12,0.01,-0.05,0,5
5,T28T2F0F0F0T2T9F0T33F0T1T3T7T6T0F0,453,3_none,0,0,0,0,0,0,0,0,1,64
5,T2F0F0F0T26T0T18F0T6T11T3T3T27F0F0F0,431,1_left,0.04,0,0,0,0.57,0.01,0.38,-0.12,0,6
5,T2F0F0F0T26T0T18F0T6T11T3T3T27F0F0F0,431,2_right,0.12,0.17,0.05,0.06,0.6,0,0,-0.07,0,2
5,T2F0F0F0T26T0T18F0T6T11T3T3T27F0F0F0,431,3_none,0,0,0,0,0,0,0,0,1,72
5,T2F0T5T5T8T3T3F0F0T9T8T8T5T2T4F0,517,1_left,0.11,0,0.14,0.2,0.33,0.11,0.1,-1,0,18
5,T2F0T5T5T8T3T3F0F0T9T8T8T5T2T4F0,517,2_right,0,0.21,0.19,0.25,0.15,0.06,0.13,-0.7,0,16
5,T2F0T5T5T8T3T3F0F0T9T8T8T5T2T4F0,517,3_none,0,0,0,0,0,0,0,0,1,46
5,T2T16T4T4F0T6T5F0T2T19F0T5T0T5F0F0,423,1_left,0.06,0.37,0.1,0.15,0,0.18,0.15,-0.73,0,9
5,T2T16T4T4F0T6T5F0T2T19F0T5T0T5F0F0,423,2_right,0.07,0.53,0,0.2,0.01,0.19,0,-0.91,0,2
5,T2T16T4T4F0T6T5F0T2T19F0T5T0T5F0F0,423,3_none,0,0,0,0,0,0,0,0,1,69
5,T2T3T2T40F0T7F0F0T3F0F0T49T1F0T4F0,417,1_left,0.05,0.04,0.02,0.77,0,0.12,0,0.29,0,2
5,T2T3T2T40F0T7F0F0T3F0F0T49T1F0T4F0,417,2_right,0.04,0,0,0.87,0.02,0,0.07,0.43,0,6
5,T2T3T2T40F0T7F0F0T3F0F0T49T1F0T4F0,417,3_none,0,0,0,0,0,0,0,0,1,72
5,T2T54T2T4T2T1T5F0F0T63F0T11F0F0T3F0,427,1_left,0.05,0.72,0.02,0.07,0.04,0.02,0.09,0.31,0,4
5,T2T54T2T4T2T1T5F0F0T63F0T11F0F0T3F0,427,2_right,0,0.77,0,0.18,0,0,0.05,0.54,0,7
5,T2T54T2T4T2T1T5F0F0T63F0T11F0F0T3F0,427,3_none,0,0,0,0,0,0,0,0,1,69
5,T32T16F0T10T1T3T3F0T52F0T6T14F0F0F0F0,425,1_left,0.58,0.17,0,0.16,0.02,0.04,0.04,0.74,0,6
5,T32T16F0T10T1T3T3F0T52F0T6T14F0F0F0F0,425,2_right,0.71,0,0.07,0.22,0,0,0,0.76,0,1
5,T32T16F0T10T1T3T3F0T52F0T6T14F0F0F0F0,425,3_none,0,0,0,0,0,0,0,0,1,73
5,T3F0F0T34F0T8T4F0T7T8T2T34F0F0F0F0,441,1_left,0.08,0,0,0.69,0,0.16,0.07,0.16,0,4
5,T3F0F0T34F0T8T4F0T7T8T2T34F0F0F0F0,441,2_right,0.12,0.12,0.03,0.73,0,0,0,0.04,0,2
5,T3F0F0T34F0T8T4F0T7T8T2T34F0F0F0F0,441,3_none,0,0,0,0,0,0,0,0,1,74
5,T3T1T42T5T3T5F0F0F0T7T45F0T7F0T5F0,457,1_left,0.08,0.02,0.61,0.11,0.06,0.11,0,0.06,0,5
5,T3T1T42T5T3T5F0F0F0T7T45F0T7F0T5F0,457,2_right,0,0.1,0.66,0,0.14,0,0.1,0.04,0,10
5,T3T1T42T5T3T5F0F0F0T7T45F0T7F0T5F0,457,3_none,0,0,0,0,0,0,0,0,1,65
5,T3T5T2T14T3T0F0F0T6T2T1T15F0F0T0F0,467,1_left,0.14,0.12,0.05,0.56,0.12,0.01,0,-0.87,0,6
5,T3T5T2T14T3T0F0F0T6T2T1T15F0F0T0F0,467,2_right,0.22,0.06,0.04,0.67,0,0,0.01,-1,0,6
5,T3T5T2T14T3T0F0F0T6T2T1T15F0F0T0F0,467,3_none,0,0,0,0,0,0,0,0,1,68
5,T3T5T5T27T5T4T1F0F0F0F0T21F0F0T26F0,409,1_left,0.07,0.07,0.08,0.59,0.1,0.08,0.02,0.06,0,3
5,T3T5T5T27T5T4T1F0F0F0F0T21F0F0T26F0,409,2_right,0,0,0,0.46,0,0,0.54,-0.01,0,8
5,T3T5T5T27T5T4T1F0F0F0F0T21F0F0T26F0,409,3_none,0,0,0,0,0,0,0,0,1,69
5,T4T12T14T33T3T1T9F0T15T12F0T42F0T6F0F0,433,1_left,0.07,0.12,0.14,0.49,0.04,0.02,0.12,0.94,0,8
5,T4T12T14T33T3T1T9F0T15T12F0T42F0T6F0F0,433,2_right,0.18,0.12,0,0.61,0,0.09,0,1,0,2
5,T4T12T14T33T3T1T9F0T15T12F0T42F0T6F0F0,433,3_none,0,0,0,0,0,0,0,0,1,70
5,T4T1T1T30T2F0F0F0F0F0F0T35F0T2F0F0,413,1_left,0.12,0.01,0.01,0.82,0.04,0,0,-0.37,0,2
5,T4T1T1T30T2F0F0F0F0F0F0T35F0T2F0F0,413,2_right,0,0,0,0.96,0,0.04,0,-0.4,0,2
5,T4T1T1T30T2F0F0F0F0F0F0T35F0T2F0F0,413,3_none,0,0,0,0,0,0,0,0,1,76
5,T4T2T4T5T2T6T6F0F0F0F0F0F0F0T44F0,399,1_left,0.17,0.06,0.11,0.2,0.07,0.2,0.19,-0.8,0,2
5,T4T2T4T5T2T6T6F0F0F0F0F0F0F0T44F0,399,2_right,0,0,0,0,0,0,1,-0.18,0,6
5,T4T2T4T5T2T6T6F0F0F0F0F0F0F0T44F0,399,3_none,0,0,0,0,0,0,0,0,1,72
5,T4T5T1T6T2T2T5F0T8T4T11T2T0T3T3F0,473,1_left,0.2,0.14,0.03,0.26,0.1,0.08,0.19,-1,0,18
5,T4T5T1T6T2T2T5F0T8T4T11T2T0T3T3F0,473,2_right,0.26,0.11,0.28,0.09,0.01,0.13,0.11,-0.86,0,10
5,T4T5T1T6T2T2T5F0T8T4T11T2T0T3T3F0,473,3_none,0,0,0,0,0,0,0,0,1,52
5,T4T5T7T9T18T1T9F0T8T3T11T15T3T24T11F0,505,1_left,0.09,0.07,0.1,0.19,0.35,0.02,0.16,0.1,0,18
5,T4T5T7T9T18T1T9F0T8T3T11T15T3T24T11F0,505,2_right,0.1,0.03,0.11,0.22,0.04,0.34,0.15,1,0,15
5,T4T5T7T9T18T1T9F0T8T3T11T15T3T24T11F0,505,3_none,0,0,0,0,0,0,0,0,1,47
5,T5T44T6T5T15T1T1F0F0T54F0T3T22T2F0F0,439,1_left,0.09,0.49,0.07,0.08,0.24,0.01,0.01,0.69,0,2
5,T5T44T6T5T15T1T1F0F0T54F0T3T22T2F0F0,439,2_right,0,0.6,0,0.04,0.33,0.03,0,0.8,0,4
5,T5T44T6T5T15T1T1F0F0T54F0T3T22T2F0F0,439,3_none,0,0,0,0,0,0,0,0,1,74
5,T6T17T22T2T14T20F0F0F0T28T13T10F0T19T12F0,461,1_left,0.1,0.17,0.22,0.03,0.2,0.28,0,1,0,9
5,T6T17T22T2T14T20F0F0F0T28T13T10F0T19T12F0,461,2_right,0,0.29,0.13,0.15,0,0.27,0.16,1,0,8
5,T6T17T22T2T14T20F0F0F0T28T13T10F0T19T12F0,461,3_none,0,0,0,0,0,0,0,0,1,63
5,T6T18T9F0F0T3T20F0F0F0F0F0F0F0T49F0,411,1_left,0.14,0.27,0.13,0,0,0.06,0.39,0.01,0,12
5,T6T18T9F0F0T3T20F0F0F0F0F0F0F0T49F0,411,2_right,0,0,0,0,0,0,1,0.02,0,14
5,T6T18T9F0F0T3T20F0F0F0F0F0F0F0T49F0,411,3_none,0,0,0,0,0,0,0,0,1,54
5,T7T1T14T7T6T6T36F0F0F0F0F0F0F0T56F0,499,1_left,0.12,0.01,0.14,0.11,0.08,0.08,0.47,1,0,24
5,T7T1T14T7T6T6T36F0F0F0F0F0F0F0T56F0,499,2_right,0,0,0,0,0,0,1,0.34,0,18
5,T7T1T14T7T6T6T36F0F0F0F0F0F0F0T56F0,499,3_none,0,0,0,0,0,0,0,0,1,38
5,T7T4T5T2F0T4T3F0T12T5T7T7T1T11F0F0,447,1_left,0.34,0.13,0.14,0.11,0,0.15,0.13,-1,0,9
5,T7T4T5T2F0T4T3F0T12T5T7T7T1T11F0F0,447,2_right,0.27,0.09,0.13,0.18,0.03,0.29,0,-0.41,0,6
5,T7T4T5T2F0T4T3F0T12T5T7T7T1T11F0F0,447,3_none,0,0,0,0,0,0,0,0,1,65
5,T8T8F0T7T11F0T28F0F0F0F0F0F0T1T61F0,513,1_left,0.16,0.09,0,0.13,0.19,0,0.44,0.53,0,22
5,T8T8F0T7T11F0T28F0F0F0F0F0F0T1T61F0,513,2_right,0,0,0,0,0,0.01,0.99,0.57,0,25
5,T8T8F0T7T11F0T28F0F0F0F0F0F0T1T61F0,513,3_none,0,0,0,0,0,0,0,0,1,33
5,T9T1T1F0T2T2T8F0T21T2F0T4T2T2T4F0,511,1_left,0.44,0.03,0.04,0,0.08,0.07,0.33,-1,0,27
5,T9T1T1F0T2T2T8F0T21T2F0T4T2T2T4F0,511,2_right,0.58,0.05,0,0.13,0.07,0.05,0.13,-0.67,0,16
5,T9T1T1F0T2T2T8F0T21T2F0T4T2T2T4F0,511,3_none,0,0,0,0,0,0,0,0,1,37
5,T9T4T3T1T3T9T4F0T14T2F0F0T1T11T1F0,515,1_left,0.34,0.1,0.06,0.03,0.08,0.27,0.13,-0.67,0,22
5,T9T4T3T1T3T9T4F0T14T2F0F0T1T11T1F0,515,2_right,0.46,0.06,0,0,0.04,0.4,0.04,-0.85,0,12
5,T9T4T3T1T3T9T4F0T14T2F0F0T1T11T1F0,515,3_none,0,0,0,0,0,0,0,0,1,46
6,F0F0F0F0F0F0T24F0F0F0F0T26F0T44F0F0,561,1_left,0,0,0,0,0,0,1,-1,0,34
6,F0F0F0F0F0F0T24F0F0F0F0T26F0T44F0F0,561,2_right,0,0,0,0.393285526,0,0.606714474,0,1,0,14
6,F0F0F0F0F0F0T24F0F0F0F0T26F0T44F0F0,561,3_none,0,0,0,0,0,0,0,0,1,32
6,F0F0F0F0F0F0T24F0F0F0T15F0T10T16T14F0,610,1_left,0,0,0,0,0,0,1,-1,0,12
6,F0F0F0F0F0F0T24F0F0F0T15F0T10T16T14F0,610,2_right,0,0,0.211247676,0,0.20948568,0.318044259,0.261222385,0.090143347,0,12
6,F0F0F0F0F0F0T24F0F0F0T15F0T10T16T14F0,610,3_none,0,0,0,0,0,0,0,0,1,56
6,F0F0F0F0F0F0T49F0F0F0F0T30F0F0T42F0,533,1_left,0,0,0,0,0,0,1,0.017354285,0,11
6,F0F0F0F0F0F0T49F0F0F0F0T30F0F0T42F0,533,2_right,0,0,0,0.44035455,0,0,0.55964545,1,0,11
6,F0F0F0F0F0F0T49F0F0F0F0T30F0F0T42F0,533,3_none,0,0,0,0,0,0,0,0,1,58
6,F0F0F0F0F0F0T49F0F0F0F0T33T35F0T2F0,586,1_left,0,0,0,0,0,0,1,0.021005425,0,22
6,F0F0F0F0F0F0T49F0F0F0F0T33T35F0T2F0,586,2_right,0,0,0,0.485732143,0.491702408,0,0.02256545,1,0,7
6,F0F0F0F0F0F0T49F0F0F0F0T33T35F0T2F0,586,3_none,0,0,0,0,0,0,0,0,1,51
6,F0F0F0F0F0F0T49F0F0F0F0T5T6T7T6F0,634,1_left,0,0,0,0,0,0,1,0.0237342,0,30
6,F0F0F0F0F0F0T49F0F0F0F0T5T6T7T6F0,634,2_right,0,0,0,0.230674637,0.254160518,0.273413777,0.241751068,-1,0,8
6,F0F0F0F0F0F0T49F0F0F0F0T5T6T7T6F0,634,3_none,0,0,0,0,0,0,0,0,1,42
6,F0F0F0F0F0F0T49F0F0F0T31T17T19F0T13F0,596,1_left,0,0,0,0,0,0,1,0.025288016,0,16
6,F0F0F0F0F0F0T49F0F0F0T31T17T19F0T13F0,596,2_right,0,0,0.309335397,0.250439669,0.262698722,0,0.177526212,1,0,13
6,F0F0F0F0F0F0T49F0F0F0T31T17T19F0T13F0,596,3_none,0,0,0,0,0,0,0,0,1,51
6,F0F0F0F0F0F0T49F0F0F0T7F0T8T11F0F0,580,1_left,0,0,0,0,0,0,1,0.023483921,0,28
6,F0F0F0F0F0F0T49F0F0F0T7F0T8T11F0F0,580,2_right,0,0,0.224078056,0,0.319538243,0.456383702,0,-1,0,5
6,F0F0F0F0F0F0T49F0F0F0T7F0T8T11F0F0,580,3_none,0,0,0,0,0,0,0,0,1,47
6,F0F0F0F0F0F0T49F0F0T12F0T6T7F0T3F0,624,1_left,0,0,0,0,0,0,1,0.021923635,0,24
6,F0F0F0F0F0F0T49F0F0T12F0T6T7F0T3F0,624,2_right,0,0.34932079,0,0.269452981,0.276800571,0,0.104425658,-1,0,11
6,F0F0F0F0F0F0T49F0F0T12F0T6T7F0T3F0,624,3_none,0,0,0,0,0,0,0,0,1,45
6,F0F0F0F0F0F0T49F0F0T17F0F0T10F0T1F0,537,1_left,0,0,0,0,0,0,1,0.020291947,0,23
6,F0F0F0F0F0F0T49F0F0T17F0F0T10F0T1F0,537,2_right,0,0.521636711,0,0,0.439293257,0,0.039070031,-1,0,7
6,F0F0F0F0F0F0T49F0F0T17F0F0T10F0T1F0,537,3_none,0,0,0,0,0,0,0,0,1,50
6,F0F0F0F0F0F0T49F0T11F0F0T0T10F0F0F0,531,1_left,0,0,0,0,0,0,1,0.024774659,0,18
6,F0F0F0F0F0F0T49F0T11F0F0T0T10F0F0F0,531,2_right,0.557358344,0,0,9.18E-18,0.442641656,0,0,-1,0,2
6,F0F0F0F0F0F0T49F0T11F0F0T0T10F0F0F0,531,3_none,0,0,0,0,0,0,0,0,1,60
6,F0F0F0F0F0F0T49F0T20F0T29F0F0T27F0F0,525,1_left,0,0,0,0,0,0,1,0.027648309,0,24
6,F0F0F0F0F0F0T49F0T20F0T29F0F0T27F0F0,525,2_right,0.329676849,0,0.291326845,0,0,0.378996305,0,1,0,8
6,F0F0F0F0F0F0T49F0T20F0T29F0F0T27F0F0,525,3_none,0,0,0,0,0,0,0,0,1,48
6,F0F0F0F0F0F0T49F0T7F0F0T6T6F0T3F0,636,1_left,0,0,0,0,0,0,1,0.025348121,0,26
6,F0F0F0F0F0F0T49F0T7F0F0T6T6F0T3F0,636,2_right,0.346068405,0,0,0.285153659,0.258041682,0,0.110736254,-1,0,6
6,F0F0F0F0F0F0T49F0T7F0F0T6T6F0T3F0,636,3_none,0,0,0,0,0,0,0,0,1,48
6,F0F0F0F0F0F0T72F0F0F0T45T28F0F0T10F0,567,1_left,0,0,0,0,0,0,1,1,0,27
6,F0F0F0F0F0F0T72F0F0F0T45T28F0F0T10F0,567,2_right,0,0,0.456941301,0.40992661,0,0,0.133132089,1,0,8
6,F0F0F0F0F0F0T72F0F0F0T45T28F0F0T10F0,567,3_none,0,0,0,0,0,0,0,0,1,45
6,F0F0F0F0F0F0T72F0T10T17F0T8F0F0T14F0,608,1_left,0,0,0,0,0,0,1,1,0,18
6,F0F0F0F0F0F0T72F0T10T17F0T8F0F0T14F0,608,2_right,0.264335255,0.266529671,0,0.192206681,0,0,0.276928394,-0.024490029,0,12
6,F0F0F0F0F0F0T72F0T10T17F0T8F0F0T14F0,608,3_none,0,0,0,0,0,0,0,0,1,50
6,F0F0F0F0F0F0T72F0T17F0T25F0T19F0T14F0,565,1_left,0,0,0,0,0,0,1,1,0,28
6,F0F0F0F0F0F0T72F0T17F0T25F0T19F0T14F0,565,2_right,0.291103444,0,0.255084278,0,0.272469957,0,0.181342322,1,0,14
6,F0F0F0F0F0F0T72F0T17F0T25F0T19F0T14F0,565,3_none,0,0,0,0,0,0,0,0,1,38
6,F0F0F0F0T12F0T12F0F0T15F0F0F0T13F0F0,622,1_left,0,0,0,0,0.491928864,0,0.508071136,-1,0,22
6,F0F0F0F0T12F0T12F0F0T15F0F0F0T13F0F0,622,2_right,0,0.459623944,0,0,0,0.540376056,0,-1,0,11
6,F0F0F0F0T12F0T12F0F0T15F0F0F0T13F0F0,622,3_none,0,0,0,0,0,0,0,0,1,47
6,F0F0F0F0T27T43F0F0T7T11T10F0F0F0F0F0,590,1_left,0,0,0,0,0.380824556,0.619175444,0,1,0,11
6,F0F0F0F0T27T43F0F0T7T11T10F0F0F0F0F0,590,2_right,0.370092237,0.338724316,0.291183447,0,0,0,0,-1,0,6
6,F0F0F0F0T27T43F0F0T7T11T10F0F0F0F0F0,590,3_none,0,0,0,0,0,0,0,0,1,63
6,F0F0F0F0T32F0T39F0F0F0F0F0F0F0T51F0,602,1_left,0,0,0,0,0.462335534,0,0.537664466,1,0,16
6,F0F0F0F0T32F0T39F0F0F0F0F0F0F0T51F0,602,2_right,0,0,0,0,0,0,1,0.021129152,0,13
6,F0F0F0F0T32F0T39F0F0F0F0F0F0F0T51F0,602,3_none,0,0,0,0,0,0,0,0,1,51
6,F0F0F0F0T70F0F0F0F0F0T33F0F0F0F0F0,535,1_left,0,0,0,0,1,0,0,1,0,2
6,F0F0F0F0T70F0F0F0F0F0T33F0F0F0F0F0,535,2_right,0,0,1,0,0,0,0,-1,0,2
6,F0F0F0F0T70F0F0F0F0F0T33F0F0F0F0F0,535,3_none,0,0,0,0,0,0,0,0,1,76
6,F0F0F0T11F0F0T12F0T7T12F0T7F0F0F0F0,582,1_left,0,0,0,0.486029689,0,0,0.513970311,-1,0,24
6,F0F0F0T11F0F0T12F0T7T12F0T7F0F0F0F0,582,2_right,0.354128255,0.350103422,0,0.295768322,0,0,0,-1,0,6
6,F0F0F0T11F0F0T12F0T7T12F0T7F0F0F0F0,582,3_none,0,0,0,0,0,0,0,0,1,50
6,F0F0F0T27F0T42F0F0F0F0F0F0F0F0T51F0,604,1_left,0,0,0,0.394959192,0,0.605040808,0,1,0,5
6,F0F0F0T27F0T42F0F0F0F0F0F0F0F0T51F0,604,2_right,0,0,0,0,0,0,1,0.022350484,0,20
6,F0F0F0T27F0T42F0F0F0F0F0F0F0F0T51F0,604,3_none,0,0,0,0,0,0,0,0,1,55
6,F0F0F0T34T35F0F0F0T10F0F0F0F0T12F0F0,632,1_left,0,0,0,0.500303905,0.499696095,0,0,1,0,5
6,F0F0F0T34T35F0F0F0T10F0F0F0F0T12F0F0,632,2_right,0.487289282,0,0,0,0,0.512710718,0,-1,0,12
6,F0F0F0T34T35F0F0F0T10F0F0F0F0T12F0F0,632,3_none,0,0,0,0,0,0,0,0,1,63
6,F0F0F0T9F0T14F0F0F0T15F0F0F0T13F0F0,576,1_left,0,0,0,0.392819168,0,0.607180832,0,-1,0,6
6,F0F0F0T9F0T14F0F0F0T15F0F0F0T13F0F0,576,2_right,0,0.462091562,0,0,0,0.537908438,0,-1,0,12
6,F0F0F0T9F0T14F0F0F0T15F0F0F0T13F0F0,576,3_none,0,0,0,0,0,0,0,0,1,62
6,F0F0T10T7T7F0T3F0F0F0F0F0F0F0T25F0,598,1_left,0,0,0.303411196,0.286754583,0.281581624,0,0.128252597,-1,0,6
6,F0F0T10T7T7F0T3F0F0F0F0F0F0F0T25F0,598,2_right,0,0,0,0,0,0,1,-1,0,19
6,F0F0T10T7T7F0T3F0F0F0F0F0F0F0T25F0,598,3_none,0,0,0,0,0,0,0,0,1,55
6,F0F0T15F0F0T12F0F0F0F0F0T15T21T35F0F0,616,1_left,0,0,0.464429135,0,0,0.535570865,0,-1,0,6
6,F0F0T15F0F0T12F0F0F0F0F0T15T21T35F0F0,616,2_right,0,0,0,0.222356178,0.29065865,0.486985172,0,1,0,10
6,F0F0T15F0F0T12F0F0F0F0F0T15T21T35F0F0,616,3_none,0,0,0,0,0,0,0,0,1,64
6,F0F0T17F0T12F0F0F0F0F0T99F0F0F0F0F0,606,1_left,0,0,0.504579036,0,0.495420964,0,0,-1,0,9
6,F0F0T17F0T12F0F0F0F0F0T99F0F0F0F0F0,606,2_right,0,0,1,0,0,0,0,1,0,6
6,F0F0T17F0T12F0F0F0F0F0T99F0F0F0F0F0,606,3_none,0,0,0,0,0,0,0,0,1,65
6,F0F0T17T11F0F0F0F0F0T20T13F0T12F0T13F0,614,1_left,0,0,0.509537863,0.490462137,0,0,0,-1,0,2
6,F0F0T17T11F0F0F0F0F0T20T13F0T12F0T13F0,614,2_right,0,0.295403739,0.194206952,0,0.260753192,0,0.249636116,0.004779195,0,21
6,F0F0T17T11F0F0F0F0F0T20T13F0T12F0T13F0,614,3_none,0,0,0,0,0,0,0,0,1,57
6,F0F0T1F0F0T12T11F0F0F0F0T22F0F0F0F0,573,1_left,0,0,0.017795779,0,0,0.522406522,0.4597977,-1,0,23
6,F0F0T1F0F0T12T11F0F0F0F0T22F0F0F0F0,573,2_right,0,0,0,1,0,0,0,-1,0,6
6,F0F0T1F0F0T12T11F0F0F0F0T22F0F0F0F0,573,3_none,0,0,0,0,0,0,0,0,1,51
6,F0F0T21T12F0T22F0F0F0F0F0F0F0F0T51F0,521,1_left,0,0,0.295209459,0.250914856,0,0.453875686,0,0.118539527,0,4
6,F0F0T21T12F0T22F0F0F0F0F0F0F0F0T51F0,521,2_right,0,0,0,0,0,0,1,0.020231364,0,17
6,F0F0T21T12F0T22F0F0F0F0F0F0F0F0T51F0,521,3_none,0,0,0,0,0,0,0,0,1,59
6,F0F0T51T33F0F0F0F0F0F0F0F0F0F0T51F0,539,1_left,0,0,0.515262097,0.484737903,0,0,0,1,0,2
6,F0F0T51T33F0F0F0F0F0F0F0F0F0F0T51F0,539,2_right,0,0,0,0,0,0,1,0.01989146,0,16
6,F0F0T51T33F0F0F0F0F0F0F0F0F0F0T51F0,539,3_none,0,0,0,0,0,0,0,0,1,62
6,F0F0T8F0T25T39F0F0T20F0F0F0F0F0F0F0,543,1_left,0,0,0.080037065,0,0.35971088,0.560252055,0,1,0,13
6,F0F0T8F0T25T39F0F0T20F0F0F0F0F0F0F0,543,2_right,1,0,0,0,0,0,0,-1,0,3
6,F0F0T8F0T25T39F0F0T20F0F0F0F0F0F0F0,543,3_none,0,0,0,0,0,0,0,0,1,64
6,F0T10T9T7F0F0T3F0F0F0F0F0F0F0T51F0,563,1_left,0,0.314553279,0.282483784,0.294426593,0,0,0.108536344,-1,0,7
6,F0T10T9T7F0F0T3F0F0F0F0F0F0F0T51F0,563,2_right,0,0,0,0,0,0,1,0.025214613,0,35
6,F0T10T9T7F0F0T3F0F0F0F0F0F0F0T51F0,563,3_none,0,0,0,0,0,0,0,0,1,38
6,F0T12T8F0T8F0T2F0F0F0F0F0F0F0T51F0,555,1_left,0,0.359240166,0.250289748,0,0.325806924,0,0.064663161,-1,0,5
6,F0T12T8F0T8F0T2F0F0F0F0F0F0F0T51F0,555,2_right,0,0,0,0,0,0,1,0.026792613,0,35
6,F0T12T8F0T8F0T2F0F0F0F0F0F0F0T51F0,555,3_none,0,0,0,0,0,0,0,0,1,40
6,F0T17T14T11F0F0T14F0F0F0T51F0T35F0F0F0,519,1_left,0,0.270351473,0.207154599,0.239523504,0,0,0.282970424,-0.006525586,0,10
6,F0T17T14T11F0F0T14F0F0F0T51F0T35F0F0F0,519,2_right,0,0,0.512958046,0,0.487041954,0,0,1,0,4
6,F0T17T14T11F0F0T14F0F0F0T51F0T35F0F0F0,519,3_none,0,0,0,0,0,0,0,0,1,66
6,F0T17T16F0F0F0F0F0F0F0F0F0T24F0F0F0,571,1_left,0,0.523490464,0.476509536,0,0,0,0,-1,0,3
6,F0T17T16F0F0F0F0F0F0F0F0F0T24F0F0F0,571,2_right,0,0,0,0,1,0,0,-1,0,7
6,F0T17T16F0F0F0F0F0F0F0F0F0T24F0F0F0,571,3_none,0,0,0,0,0,0,0,0,1,70
6,F0T18F0T10F0F0F0F0T32F0F0T30F0F0T1F0,620,1_left,0,0.549684993,0,0.450315007,0,0,0,-1,0,3
6,F0T18F0T10F0F0F0F0T32F0F0T30F0F0T1F0,620,2_right,0.536898897,0,0,0.451281425,0,0,0.011819678,1,0,9
6,F0T18F0T10F0F0F0F0T32F0F0T30F0F0T1F0,620,3_none,0,0,0,0,0,0,0,0,1,68
6,F0T19T11F0F0T17T9F0F0F0F0F0F0T24F0F0,523,1_left,0,0.292315524,0.172099208,0,0,0.353799662,0.181785606,0.024007986,0,14
6,F0T19T11F0F0T17T9F0F0F0F0F0F0T24F0F0,523,2_right,0,0,0,0,0,1,0,-1,0,8
6,F0T19T11F0F0T17T9F0F0F0F0F0F0T24F0F0,523,3_none,0,0,0,0,0,0,0,0,1,58
6,F0T27T24T17T16F0T1F0F0T16F0F0F0F0T13F0,557,1_left,0,0.277913117,0.24656494,0.244496556,0.222067302,0,0.008958085,1,0,6
