experiment,folder,choice_set,alternative,R,O,Y,G,B,P,UV,intensity,no_choice,max_count
3,F0T28T13T10F0T19T12F0T6T17T22T2T14T20F0F0,211,1_left,0,0.29,0.13,0.15,0,0.27,0.16,1,0,4
3,F0T28T13T10F0T19T12F0T6T17T22T2T14T20F0F0,211,2_right,0.1,0.17,0.22,0.03,0.2,0.28,0,1,0,1
3,F0T28T13T10F0T19T12F0T6T17T22T2T14T20F0F0,211,3_none,0,0,0,0,0,0,0,0,1,75
3,F0T31T11F0F0F0T38F0T1T28T5T2T2T8T21F0,221,1_left,0,0.33,0.12,0,0,0,0.54,0.85,0,7
3,F0T31T11F0F0F0T38F0T1T28T5T2T2T8T21F0,221,2_right,0.02,0.36,0.06,0.04,0.03,0.14,0.35,0.37,0,6
3,F0T31T11F0F0F0T38F0T1T28T5T2T2T8T21F0,221,3_none,0,0,0,0,0,0,0,0,1,67
3,F0T35F0F0F0T31F0F0T1T27F0T7T4T27T3F0,195,1_left,0,0.45,0,0,0,0.55,0,0.42,0,3
3,F0T35F0F0F0T31F0F0T1T27F0T7T4T27T3F0,195,2_right,0.01,0.32,0,0.12,0.07,0.44,0.04,0.51,0,4
3,F0T35F0F0F0T31F0F0T1T27F0T7T4T27T3F0,195,3_none,0,0,0,0,0,0,0,0,1,73
3,F0T38T24T2F0T1F0F0F0T30T16F0F0F0T17F0,234,1_left,0,0.58,0.36,0.04,0,0.02,0,-0.01,0,2
3,F0T38T24T2F0T1F0F0F0T30T16F0F0F0T17F0,234,2_right,0,0.44,0.23,0,0,0,0.33,0.04,0,19
3,F0T38T24T2F0T1F0F0F0T30T16F0F0F0T17F0,234,3_none,0,0,0,0,0,0,0,0,1,59
3,F0T43T3T4T2T6T0F0F0T52T1F0T1F0T8F0,182,1_left,0,0.66,0.05,0.09,0.05,0.13,0.01,-0.02,0,3
3,F0T43T3T4T2T6T0F0F0T52T1F0T1F0T8F0,182,2_right,0,0.8,0.02,0,0.03,0,0.15,-0.02,0,11
3,F0T43T3T4T2T6T0F0F0T52T1F0T1F0T8F0,182,3_none,0,0,0,0,0,0,0,0,1,66
3,F0T4F0T1T12T5T3F0T1F0T1T5T11T1T3F0,208,1_left,0,0.11,0,0.06,0.5,0.22,0.11,-1,0,2
3,F0T4F0T1T12T5T3F0T1F0T1T5T11T1T3F0,208,2_right,0.07,0,0.03,0.24,0.48,0.06,0.11,-1,0,1
3,F0T4F0T1T12T5T3F0T1F0T1T5T11T1T3F0,208,3_none,0,0,0,0,0,0,0,0,1,77
3,F0T4F0T7T0T16T1F0T1T4T4T10F0T17T1F0,188,1_left,0,0.12,0,0.28,0.01,0.59,0.02,-0.87,0,4
3,F0T4F0T7T0T16T1F0T1T4T4T10F0T17T1F0,188,2_right,0.05,0.08,0.09,0.29,0,0.47,0.02,-0.53,0,4
3,F0T4F0T7T0T16T1F0T1T4T4T10F0T17T1F0,188,3_none,0,0,0,0,0,0,0,0,1,72
3,F0T4T79T7F0T4F0F0F0F0T69F0T4T9T4F0,229,1_left,0,0.04,0.8,0.1,0,0.06,0,1,0,3
3,F0T4T79T7F0T4F0F0F0F0T69F0T4T9T4F0,229,2_right,0,0,0.74,0,0.06,0.13,0.06,0.84,0,8
3,F0T4T79T7F0T4F0F0F0F0T69F0T4T9T4F0,229,3_none,0,0,0,0,0,0,0,0,1,69
3,F0T54F0T3T22T2F0F0T5T44T6T5T15T1T1F0,200,1_left,0,0.6,0,0.04,0.33,0.03,0,0.8,0,1
3,F0T54F0T3T22T2F0F0T5T44T6T5T15T1T1F0,200,2_right,0.09,0.49,0.07,0.08,0.24,0.01,0.01,0.69,0,2
3,F0T54F0T3T22T2F0F0T5T44T6T5T15T1T1F0,200,3_none,0,0,0,0,0,0,0,0,1,77
3,F0T63F0T11F0F0T3F0T2T54T2T4T2T1T5F0,194,1_left,0,0.77,0,0.18,0,0,0.05,0.54,0,2
3,F0T63F0T11F0F0T3F0T2T54T2T4T2T1T5F0,194,2_right,0.05,0.72,0.02,0.07,0.04,0.02,0.09,0.31,0,3
3,F0T63F0T11F0F0T3F0T2T54T2T4T2T1T5F0,194,3_none,0,0,0,0,0,0,0,0,1,75
3,F0T7T45F0T7F0T5F0T3T1T42T5T3T5F0F0,209,1_left,0,0.1,0.66,0,0.14,0,0.1,0.04,0,3
3,F0T7T45F0T7F0T5F0T3T1T42T5T3T5F0F0,209,2_right,0.08,0.02,0.61,0.11,0.06,0.11,0,0.06,0,1
3,F0T7T45F0T7F0T5F0T3T1T42T5T3T5F0F0,209,3_none,0,0,0,0,0,0,0,0,1,76
3,F0T9T8T8T5T2T4F0T2F0T5T5T8T3T3F0,239,1_left,0,0.21,0.19,0.25,0.15,0.06,0.13,-0.7,0,8
3,F0T9T8T8T5T2T4F0T2F0T5T5T8T3T3F0,239,2_right,0.11,0,0.14,0.2,0.33,0.11,0.1,-1,0,6
3,F0T9T8T8T5T2T4F0T2F0T5T5T8T3T3F0,239,3_none,0,0,0,0,0,0,0,0,1,66
3,T0T2T29F0T2F0T8F0F0F0T36T1T7F0F0F0,210,1_left,0.01,0.05,0.64,0,0.07,0,0.23,-0.66,0,2
3,T0T2T29F0T2F0T8F0F0F0T36T1T7F0F0F0,210,2_right,0,0,0.77,0.04,0.2,0,0,-0.59,0,1
3,T0T2T29F0T2F0T8F0F0F0T36T1T7F0F0F0,210,3_none,0,0,0,0,0,0,0,0,1,77
3,T10T6F0F0T1T50T6F0T13F0F0T2F0T41T11F0,218,1_left,0.12,0.06,0,0,0.01,0.72,0.08,1,0,4
3,T10T6F0F0T1T50T6F0T13F0F0T2F0T41T11F0,218,2_right,0.23,0,0,0.03,0,0.6,0.15,0.84,0,4
3,T10T6F0F0T1T50T6F0T13F0F0T2F0T41T11F0,218,3_none,0,0,0,0,0,0,0,0,1,72
3,T12T5T7T7T1T11F0F0T7T4T5T2F0T4T3F0,204,1_left,0.27,0.09,0.13,0.18,0.03,0.29,0,-0.41,0,1
3,T12T5T7T7T1T11F0F0T7T4T5T2F0T4T3F0,204,2_right,0.34,0.13,0.14,0.11,0,0.15,0.13,-1,0,2
3,T12T5T7T7T1T11F0F0T7T4T5T2F0T4T3F0,204,3_none,0,0,0,0,0,0,0,0,1,77
3,T13T3F0T10T26T9T2F0T13F0T22T6T21T1T6F0,190,1_left,0.19,0.03,0,0.17,0.43,0.15,0.03,0.56,0,3
3,T13T3F0T10T26T9T2F0T13F0T22T6T21T1T6F0,190,2_right,0.24,0,0.24,0.1,0.31,0.01,0.09,0.77,0,4
3,T13T3F0T10T26T9T2F0T13F0T22T6T21T1T6F0,190,3_none,0,0,0,0,0,0,0,0,1,73
3,T14T2F0F0T1T11T1F0T9T4T3T1T3T9T4F0,238,1_left,0.46,0.06,0,0,0.04,0.4,0.04,-0.85,0,8
3,T14T2F0F0T1T11T1F0T9T4T3T1T3T9T4F0,238,2_right,0.34,0.1,0.06,0.03,0.08,0.27,0.13,-0.67,0,9
3,T14T2F0F0T1T11T1F0T9T4T3T1T3T9T4F0,238,3_none,0,0,0,0,0,0,0,0,1,63
3,T15T12F0T42F0T6F0F0T4T12T14T33T3T1T9F0,197,1_left,0.18,0.12,0,0.61,0,0.09,0,1,0,2
3,T15T12F0T42F0T6F0F0T4T12T14T33T3T1T9F0,197,2_right,0.07,0.12,0.14,0.49,0.04,0.02,0.12,0.94,0,3
3,T15T12F0T42F0T6F0F0T4T12T14T33T3T1T9F0,197,3_none,0,0,0,0,0,0,0,0,1,75
3,T15T1T23T10F0T22F0F0T17T12T14T2T4T21T7F0,228,1_left,0.21,0.01,0.26,0.16,0,0.36,0,0.64,0,4
3,T15T1T23T10F0T22F0F0T17T12T14T2T4T21T7F0,228,2_right,0.28,0.12,0.14,0.03,0.05,0.29,0.09,1,0,6
3,T15T1T23T10F0T22F0F0T17T12T14T2T4T21T7F0,228,3_none,0,0,0,0,0,0,0,0,1,70
3,T1T7T0F0F0T9T9F0F0T8F0T1T6T9T2F0,184,1_left,0.03,0.22,0.01,0,0,0.4,0.35,-1,0,13
3,T1T7T0F0F0T9T9F0F0T8F0T1T6T9T2F0,184,2_right,0,0.25,0,0.05,0.25,0.36,0.09,-0.99,0,5
3,T1T7T0F0F0T9T9F0F0T8F0T1T6T9T2F0,184,3_none,0,0,0,0,0,0,0,0,1,62
3,T20F0T13F0F0F0T27F0T17T5T20T2T3T4F0F0,220,1_left,0.33,0,0.18,0,0,0,0.49,0.23,0,12
3,T20F0T13F0F0F0T27F0T17T5T20T2T3T4F0F0,220,2_right,0.43,0.08,0.3,0.05,0.06,0.08,0,0.03,0,1
3,T20F0T13F0F0F0T27F0T17T5T20T2T3T4F0F0,220,3_none,0,0,0,0,0,0,0,0,1,67
3,T20F0T2T3T29F0T19F0T11T4T9F0T18T5T21F0,219,1_left,0.25,0,0.02,0.05,0.41,0,0.26,1,0,5
3,T20F0T2T3T29F0T19F0T11T4T9F0T18T5T21F0,219,2_right,0.2,0.04,0.1,0,0.28,0.08,0.3,0.72,0,3
3,T20F0T2T3T29F0T19F0T11T4T9F0T18T5T21F0,219,3_none,0,0,0,0,0,0,0,0,1,72
3,T21T2F0T4T2T2T4F0T9T1T1F0T2T2T8F0,236,1_left,0.58,0.05,0,0.13,0.07,0.05,0.13,-0.67,0,10
3,T21T2F0T4T2T2T4F0T9T1T1F0T2T2T8F0,236,2_right,0.44,0.03,0.04,0,0.08,0.07,0.33,-1,0,14
3,T21T2F0T4T2T2T4F0T9T1T1F0T2T2T8F0,236,3_none,0,0,0,0,0,0,0,0,1,56
3,T25T2T4T4T3T4F0F0T21T1F0T1T6T1T1F0,223,1_left,0.6,0.05,0.08,0.1,0.07,0.1,0,-0.48,0,6
3,T25T2T4T4T3T4F0F0T21T1F0T1T6T1T1F0,223,2_right,0.72,0.03,0,0.03,0.17,0.03,0.02,-0.53,0,4
3,T25T2T4T4T3T4F0F0T21T1F0T1T6T1T1F0,223,3_none,0,0,0,0,0,0,0,0,1,70
3,T2T10T1F0T17F0F0F0T1T11T0T0T17T4T1F0,212,1_left,0.05,0.28,0.02,0,0.64,0,0,-0.88,0,1
3,T2T10T1F0T17F0F0F0T1T11T0T0T17T4T1F0,212,2_right,0.03,0.26,0.01,0.01,0.53,0.14,0.03,-0.69,0,2
3,T2T10T1F0T17F0F0F0T1T11T0T0T17T4T1F0,212,3_none,0,0,0,0,0,0,0,0,1,77
3,T2T19F0T5T0T5F0F0T2T16T4T4F0T6T5F0,192,1_left,0.07,0.53,0,0.2,0.01,0.19,0,-0.91,0,2
3,T2T19F0T5T0T5F0F0T2T16T4T4F0T6T5F0,192,2_right,0.06,0.37,0.1,0.15,0,0.18,0.15,-0.73,0,3
3,T2T19F0T5T0T5F0F0T2T16T4T4F0T6T5F0,192,3_none,0,0,0,0,0,0,0,0,1,75
3,T30T30F0F0T4F0F0F0T15T20F0F0T3F0T15F0,202,1_left,0.51,0.42,0,0,0.07,0,0,0.17,0,0
3,T30T30F0F0T4F0F0F0T15T20F0F0T3F0T15F0,202,2_right,0.35,0.29,0,0,0.06,0,0.29,0.09,0,4
3,T30T30F0F0T4F0F0F0T15T20F0F0T3F0T15F0,202,3_none,0,0,0,0,0,0,0,0,1,76
3,T33F0T1T3T7T6T0F0T28T2F0F0F0T2T9F0,207,1_left,0.63,0,0.01,0.07,0.16,0.12,0.01,-0.05,0,1
3,T33F0T1T3T7T6T0F0T28T2F0F0F0T2T9F0,207,2_right,0.74,0.03,0,0,0,0.04,0.19,-0.09,0,3
3,T33F0T1T3T7T6T0F0T28T2F0F0F0T2T9F0,207,3_none,0,0,0,0,0,0,0,0,1,76
3,T3F0F0T49T1F0T4F0T2T3T2T40F0T7F0F0,189,1_left,0.04,0,0,0.87,0.02,0,0.07,0.43,0,3
3,T3F0F0T49T1F0T4F0T2T3T2T40F0T7F0F0,189,2_right,0.05,0.04,0.02,0.77,0,0.12,0,0.29,0,2
3,T3F0F0T49T1F0T4F0T2T3T2T40F0T7F0F0,189,3_none,0,0,0,0,0,0,0,0,1,75
3,T3T10T7T5F0T6T2F0F0T4T12T5T0T7F0F0,224,1_left,0.09,0.25,0.18,0.19,0,0.22,0.07,-0.76,0,5
3,T3T10T7T5F0T6T2F0F0T4T12T5T0T7F0F0,224,2_right,0,0.12,0.37,0.21,0.01,0.28,0,-1,0,4
3,T3T10T7T5F0T6T2F0F0T4T12T5T0T7F0F0,224,3_none,0,0,0,0,0,0,0,0,1,71
3,T40F0F0F0T9T24T1F0T24T6T5T8T8T16F0F0,222,1_left,0.5,0,0,0,0.13,0.35,0.01,0.92,0,5
3,T40F0F0F0T9T24T1F0T24T6T5T8T8T16F0F0,222,2_right,0.42,0.06,0.05,0.12,0.12,0.23,0,0.81,0,2
3,T40F0F0F0T9T24T1F0T24T6T5T8T8T16F0F0,222,3_none,0,0,0,0,0,0,0,0,1,73
3,T4T16T3T1T4T3T3F0F0T16T4T3F0F0T8F0,225,1_left,0.12,0.41,0.08,0.04,0.14,0.1,0.12,-0.81,0,7
3,T4T16T3T1T4T3T3F0F0T16T4T3F0F0T8F0,225,2_right,0,0.47,0.11,0.13,0,0,0.3,-1,0,10
3,T4T16T3T1T4T3T3F0F0T16T4T3F0F0T8F0,225,3_none,0,0,0,0,0,0,0,0,1,63
3,T52F0T6T14F0F0F0F0T32T16F0T10T1T3T3F0,193,1_left,0.71,0,0.07,0.22,0,0,0,0.76,0,1
3,T52F0T6T14F0F0F0F0T32T16F0T10T1T3T3F0,193,2_right,0.58,0.17,0,0.16,0.02,0.04,0.04,0.74,0,3
3,T52F0T6T14F0F0F0F0T32T16F0T10T1T3T3F0,193,3_none,0,0,0,0,0,0,0,0,1,76
3,T5T0T3T1T23T1T3F0F0F0F0T5T28F0T5F0,191,1_left,0.12,0.01,0.06,0.02,0.67,0.04,0.09,-0.58,0,2
3,T5T0T3T1T23T1T3F0F0F0F0T5T28F0T5F0,191,2_right,0,0,0,0.15,0.73,0,0.12,-0.4,0,3
3,T5T0T3T1T23T1T3F0F0F0F0T5T28F0T5F0,191,3_none,0,0,0,0,0,0,0,0,1,75
3,T5T3T13T4T6F0T13F0F0F0F0F0F0F0T47F0,232,1_left,0.11,0.05,0.24,0.1,0.17,0,0.33,-0.39,0,8
3,T5T3T13T4T6F0T13F0F0F0F0F0F0F0T47F0,232,2_right,0,0,0,0,0,0,1,-0.13,0,13
3,T5T3T13T4T6F0T13F0F0F0F0F0F0F0T47F0,232,3_none,0,0,0,0,0,0,0,0,1,59
3,T6F0T31T8T17T11T9F0T16T9T19T7T8T6T11F0,235,1_left,0.07,0,0.31,0.11,0.24,0.15,0.12,1,0,7
3,T6F0T31T8T17T11T9F0T16T9T19T7T8T6T11F0,235,2_right,0.27,0.09,0.19,0.1,0.11,0.09,0.15,0.95,0,8
3,T6F0T31T8T17T11T9F0T16T9T19T7T8T6T11F0,235,3_none,0,0,0,0,0,0,0,0,1,65
3,T6T11T3T3T27F0F0F0T2F0F0F0T26T0T18F0,196,1_left,0.12,0.17,0.05,0.06,0.6,0,0,-0.07,0,1
3,T6T11T3T3T27F0F0F0T2F0F0F0T26T0T18F0,196,2_right,0.04,0,0,0,0.57,0.01,0.38,-0.12,0,3
3,T6T11T3T3T27F0F0F0T2F0F0F0T26T0T18F0,196,3_none,0,0,0,0,0,0,0,0,1,76
3,T6T2T1T15F0F0T0F0T3T5T2T14T3T0F0F0,214,1_left,0.22,0.06,0.04,0.67,0,0,0.01,-1,0,2
3,T6T2T1T15F0F0T0F0T3T5T2T14T3T0F0F0,214,2_right,0.14,0.12,0.05,0.56,0.12,0.01,0,-0.87,0,1
3,T6T2T1T15F0F0T0F0T3T5T2T14T3T0F0F0,214,3_none,0,0,0,0,0,0,0,0,1,77
3,T7F0T41F0T0T0T1F0F0F0T42T1F0T5T2F0,205,1_left,0.16,0,0.8,0,0.01,0.01,0.02,-0.48,0,1
3,T7F0T41F0T0T0T1F0F0F0T42T1F0T5T2F0,205,2_right,0,0,0.81,0.03,0,0.12,0.04,-0.43,0,2
3,T7F0T41F0T0T0T1F0F0F0T42T1F0T5T2F0,205,3_none,0,0,0,0,0,0,0,0,1,77
3,T7T5T8T4T1T25T3F0F0F0F0F0F0T19T32F0,231,1_left,0.12,0.07,0.11,0.09,0.03,0.52,0.06,0.08,0,4
3,T7T5T8T4T1T25T3F0F0F0F0F0F0T19T32F0,231,2_right,0,0,0,0,0,0.39,0.61,0.06,0,10
3,T7T5T8T4T1T25T3F0F0F0F0F0F0T19T32F0,231,3_none,0,0,0,0,0,0,0,0,1,66
3,T7T8T2T34F0F0F0F0T3F0F0T34F0T8T4F0,201,1_left,0.12,0.12,0.03,0.73,0,0,0,0.04,0,1
3,T7T8T2T34F0F0F0F0T3F0F0T34F0T8T4F0,201,2_right,0.08,0,0,0.69,0,0.16,0.07,0.16,0,2
3,T7T8T2T34F0F0F0F0T3F0F0T34F0T8T4F0,201,3_none,0,0,0,0,0,0,0,0,1,77
3,T8F0T15T1T2T11T29F0F0F0F0F0F0F0T61F0,216,1_left,0.12,0,0.18,0.01,0.04,0.18,0.48,0.51,0,7
3,T8F0T15T1T2T11T29F0F0F0F0F0F0F0T61F0,216,2_right,0,0,0,0,0,0,1,0.44,0,7
3,T8F0T15T1T2T11T29F0F0F0F0F0F0F0T61F0,216,3_none,0,0,0,0,0,0,0,0,1,66
3,T8T3T11T15T3T24T11F0T4T5T7T9T18T1T9F0,233,1_left,0.1,0.03,0.11,0.22,0.04,0.34,0.15,1,0,8
3,T8T3T11T15T3T24T11F0T4T5T7T9T18T1T9F0,233,2_right,0.09,0.07,0.1,0.19,0.35,0.02,0.16,0.1,0,8
3,T8T3T11T15T3T24T11F0T4T5T7T9T18T1T9F0,233,3_none,0,0,0,0,0,0,0,0,1,64
3,T8T3T18F0T14F0T4F0F0T8T10T0T13F0T5F0,226,1_left,0.17,0.05,0.32,0,0.37,0,0.1,-0.35,0,6
3,T8T3T18F0T14F0T4F0F0T8T10T0T13F0T5F0,226,2_right,0,0.18,0.24,0.01,0.42,0,0.15,-0.71,0,5
3,T8T3T18F0T14F0T4F0F0T8T10T0T13F0T5F0,226,3_none,0,0,0,0,0,0,0,0,1,69
3,T8T4T11T2T0T3T3F0T4T5T1T6T2T2T5F0,217,1_left,0.26,0.11,0.28,0.09,0.01,0.13,0.11,-0.86,0,5
3,T8T4T11T2T0T3T3F0T4T5T1T6T2T2T5F0,217,2_right,0.2,0.14,0.03,0.26,0.1,0.08,0.19,-1,0,3
3,T8T4T11T2T0T3T3F0T4T5T1T6T2T2T5F0,217,3_none,0,0,0,0,0,0,0,0,1,72
3,T9T6F0T6T5T5T18F0F0F0T2F0F0F0T45F0,206,1_left,0.18,0.09,0,0.13,0.1,0.12,0.39,-0.07,0,5
3,T9T6F0T6T5T5T18F0F0F0T2F0F0F0T45F0,206,2_right,0,0,0.03,0,0,0,0.97,-0.16,0,4
3,T9T6F0T6T5T5T18F0F0F0T2F0F0F0T45F0,206,3_none,0,0,0,0,0,0,0,0,1,71
4,F0F0F0F0F0F0T47F0T5T3T13T4T6F0T13F0,383,1_left,0,0,0,0,0,0,1,-0.13,0,16
4,F0F0F0F0F0F0T47F0T5T3T13T4T6F0T13F0,383,2_right,0.11,0.05,0.24,0.1,0.17,0,0.33,-0.39,0,11
4,F0F0F0F0F0F0T47F0T5T3T13T4T6F0T13F0,383,3_none,0,0,0,0,0,0,0,0,1,53
4,F0F0F0F0F0F0T61F0T8F0T15T1T2T11T29F0,351,1_left,0,0,0,0,0,0,1,0.44,0,19
4,F0F0F0F0F0F0T61F0T8F0T15T1T2T11T29F0,351,2_right,0.12,0,0.18,0.01,0.04,0.18,0.48,0.51,0,13
4,F0F0F0F0F0F0T61F0T8F0T15T1T2T11T29F0,351,3_none,0,0,0,0,0,0,0,0,1,48
4,F0F0F0F0F0T19T32F0T7T5T8T4T1T25T3F0,381,1_left,0,0,0,0,0,0.39,0.61,0.06,0,14
4,F0F0F0F0F0T19T32F0T7T5T8T4T1T25T3F0,381,2_right,0.12,0.07,0.11,0.09,0.03,0.52,0.06,0.08,0,7
4,F0F0F0F0F0T19T32F0T7T5T8T4T1T25T3F0,381,3_none,0,0,0,0,0,0,0,0,1,59
4,F0F0F0T5T28F0T5F0T5T0T3T1T23T1T3F0,301,1_left,0,0,0,0.15,0.73,0,0.12,-0.4,0,11
4,F0F0F0T5T28F0T5F0T5T0T3T1T23T1T3F0,301,2_right,0.12,0.01,0.06,0.02,0.67,0.04,0.09,-0.58,0,6
4,F0F0F0T5T28F0T5F0T5T0T3T1T23T1T3F0,301,3_none,0,0,0,0,0,0,0,0,1,63
4,F0F0T2F0F0F0T45F0T9T6F0T6T5T5T18F0,331,1_left,0,0,0.03,0,0,0,0.97,-0.16,0,15
4,F0F0T2F0F0F0T45F0T9T6F0T6T5T5T18F0,331,2_right,0.18,0.09,0,0.13,0.1,0.12,0.39,-0.07,0,13
4,F0F0T2F0F0F0T45F0T9T6F0T6T5T5T18F0,331,3_none,0,0,0,0,0,0,0,0,1,52
4,F0F0T36T1T7F0F0F0T0T2T29F0T2F0T8F0,339,1_left,0,0,0.77,0.04,0.2,0,0,-0.59,0,4
4,F0F0T36T1T7F0F0F0T0T2T29F0T2F0T8F0,339,2_right,0.01,0.05,0.64,0,0.07,0,0.23,-0.66,0,18
4,F0F0T36T1T7F0F0F0T0T2T29F0T2F0T8F0,339,3_none,0,0,0,0,0,0,0,0,1,58
4,F0F0T42T1F0T5T2F0T7F0T41F0T0T0T1F0,329,1_left,0,0,0.81,0.03,0,0.12,0.04,-0.43,0,14
4,F0F0T42T1F0T5T2F0T7F0T41F0T0T0T1F0,329,2_right,0.16,0,0.8,0,0.01,0.01,0.02,-0.48,0,5
4,F0F0T42T1F0T5T2F0T7F0T41F0T0T0T1F0,329,3_none,0,0,0,0,0,0,0,0,1,61
4,F0F0T69F0T4T9T4F0F0T4T79T7F0T4F0F0,377,1_left,0,0,0.74,0,0.06,0.13,0.06,0.84,0,16
4,F0F0T69F0T4T9T4F0F0T4T79T7F0T4F0F0,377,2_right,0,0.04,0.8,0.1,0,0.06,0,1,0,6
4,F0F0T69F0T4T9T4F0F0T4T79T7F0T4F0F0,377,3_none,0,0,0,0,0,0,0,0,1,58
4,F0T14T10T4T13T8T28F0F0F0F0F0F0F0T61F0,281,1_left,0,0.15,0.1,0.06,0.19,0.11,0.38,0.89,0,6
4,F0T14T10T4T13T8T28F0F0F0F0F0F0F0T61F0,281,2_right,0,0,0,0,0,0,1,0.54,0,11
4,F0T14T10T4T13T8T28F0F0F0F0F0F0F0T61F0,281,3_none,0,0,0,0,0,0,0,0,1,63
4,F0T16T4T3F0F0T8F0T4T16T3T1T4T3T3F0,369,1_left,0,0.47,0.11,0.13,0,0,0.3,-1,0,21
4,F0T16T4T3F0F0T8F0T4T16T3T1T4T3T3F0,369,2_right,0.12,0.41,0.08,0.04,0.14,0.1,0.12,-0.81,0,13
4,F0T16T4T3F0F0T8F0T4T16T3T1T4T3T3F0,369,3_none,0,0,0,0,0,0,0,0,1,46
4,F0T2F0F0T34F0T23F0F0F0T4T6T33T9T2F0,373,1_left,0,0.02,0,0,0.6,0,0.38,0.34,0,18
4,F0T2F0F0T34F0T23F0F0F0T4T6T33T9T2F0,373,2_right,0,0,0.05,0.11,0.64,0.17,0.04,0.21,0,4
4,F0T2F0F0T34F0T23F0F0F0T4T6T33T9T2F0,373,3_none,0,0,0,0,0,0,0,0,1,58
4,F0T2F0T3T36F0T7F0F0F0F0F0T45F0T3F0,325,1_left,0,0.03,0,0.06,0.76,0,0.14,-0.04,0,11
4,F0T2F0T3T36F0T7F0F0F0F0F0T45F0T3F0,325,2_right,0,0,0,0,0.94,0,0.06,0.03,0,8
4,F0T2F0T3T36F0T7F0F0F0F0F0T45F0T3F0,325,3_none,0,0,0,0,0,0,0,0,1,61
4,F0T30T16F0F0F0T17F0F0T38T24T2F0T1F0F0,387,1_left,0,0.44,0.23,0,0,0,0.33,0.04,0,31
4,F0T30T16F0F0F0T17F0F0T38T24T2F0T1F0F0,387,2_right,0,0.58,0.36,0.04,0,0.02,0,-0.01,0,5
4,F0T30T16F0F0F0T17F0F0T38T24T2F0T1F0F0,387,3_none,0,0,0,0,0,0,0,0,1,44
4,F0T4T12T5T0T7F0F0T3T10T7T5F0T6T2F0,367,1_left,0,0.12,0.37,0.21,0.01,0.28,0,-1,0,5
4,F0T4T12T5T0T7F0F0T3T10T7T5F0T6T2F0,367,2_right,0.09,0.25,0.18,0.19,0,0.22,0.07,-0.76,0,14
4,F0T4T12T5T0T7F0F0T3T10T7T5F0T6T2F0,367,3_none,0,0,0,0,0,0,0,0,1,61
4,F0T4T3T2T4T6T12F0F0F0F0F0F0F0T33F0,315,1_left,0,0.11,0.08,0.06,0.14,0.21,0.4,-0.82,0,21
4,F0T4T3T2T4T6T12F0F0F0F0F0F0F0T33F0,315,2_right,0,0,0,0,0,0,1,-0.66,0,31
4,F0T4T3T2T4T6T12F0F0F0F0F0F0F0T33F0,315,3_none,0,0,0,0,0,0,0,0,1,28
4,F0T4T56T6T6T1F0F0F0F0T65T4F0F0T4F0,285,1_left,0,0.05,0.73,0.11,0.1,0.01,0,0.33,0,3
4,F0T4T56T6T6T1F0F0F0F0T65T4F0F0T4F0,285,2_right,0,0,0.87,0.07,0,0,0.07,0.27,0,10
4,F0T4T56T6T6T1F0F0F0F0T65T4F0F0T4F0,285,3_none,0,0,0,0,0,0,0,0,1,67
4,F0T52T1F0T1F0T8F0F0T43T3T4T2T6T0F0,283,1_left,0,0.8,0.02,0,0.03,0,0.15,-0.02,0,8
4,F0T52T1F0T1F0T8F0F0T43T3T4T2T6T0F0,283,2_right,0,0.66,0.05,0.09,0.05,0.13,0.01,-0.02,0,4
4,F0T52T1F0T1F0T8F0F0T43T3T4T2T6T0F0,283,3_none,0,0,0,0,0,0,0,0,1,68
4,F0T6T8T13T2T6T20F0F0F0F0F0F0F0T49F0,317,1_left,0,0.08,0.11,0.27,0.04,0.11,0.38,0.1,0,14
4,F0T6T8T13T2T6T20F0F0F0F0F0F0F0T49F0,317,2_right,0,0,0,0,0,0,1,-0.01,0,23
4,F0T6T8T13T2T6T20F0F0F0F0F0F0F0T49F0,317,3_none,0,0,0,0,0,0,0,0,1,43
4,F0T8F0T1T6T9T2F0T1T7T0F0F0T9T9F0,287,1_left,0,0.25,0,0.05,0.25,0.36,0.09,-0.99,0,4
4,F0T8F0T1T6T9T2F0T1T7T0F0F0T9T9F0,287,2_right,0.03,0.22,0.01,0,0,0.4,0.35,-1,0,8
4,F0T8F0T1T6T9T2F0T1T7T0F0F0T9T9F0,287,3_none,0,0,0,0,0,0,0,0,1,68
4,F0T8T10T0T13F0T5F0T8T3T18F0T14F0T4F0,371,1_left,0,0.18,0.24,0.01,0.42,0,0.15,-0.71,0,10
4,F0T8T10T0T13F0T5F0T8T3T18F0T14F0T4F0,371,2_right,0.17,0.05,0.32,0,0.37,0,0.1,-0.35,0,10
4,F0T8T10T0T13F0T5F0T8T3T18F0T14F0T4F0,371,3_none,0,0,0,0,0,0,0,0,1,60
4,T11T4T9F0T18T5T21F0T20F0T2T3T29F0T19F0,357,1_left,0.2,0.04,0.1,0,0.28,0.08,0.3,0.72,0,13
4,T11T4T9F0T18T5T21F0T20F0T2T3T29F0T19F0,357,2_right,0.25,0,0.02,0.05,0.41,0,0.26,1,0,11
4,T11T4T9F0T18T5T21F0T20F0T2T3T29F0T19F0,357,3_none,0,0,0,0,0,0,0,0,1,56
4,T13F0F0T2F0T41T11F0T10T6F0F0T1T50T6F0,355,1_left,0.23,0,0,0.03,0,0.6,0.15,0.84,0,14
